mask_area,fill_ratio,n_components,largest_component_area,largest_component_ratio,mean_component_area,std_component_area,median_component_area,skeleton_length,n_endpoints,n_junctions,endpoint_density,junction_density,branch_density,n_segments,mean_segment_length,median_segment_length,max_segment_length,std_segment_length,mean_tortuosity,median_tortuosity,max_tortuosity,orientation_mean_deg,orientation_std_deg,mean_thickness,median_thickness,max_thickness,std_thickness,time_label,time_h,group,image_name,thickness_norm,segment_length_norm,thickness_inverted,proinflammatory_score_0_1,proinflammatory_score
612222,0.19538334865196078,188,287239.0,0.46917458046264265,3256.5,22038.207643385584,483.5,38992,989,3274,0.0003156275531045752,0.0010448580473856209,0.012443831699346404,1888,18.761652542372882,14.0,156.0,17.494653294057393,1.0127156675263655,1.0086167222030837,2.0,97.74784404213005,51.40730058537516,16.05233985471195,13.416407864998739,82.21921916437786,10.029739379310595,24HS,24,N4,Image119.tif,0.5578250013240986,0.2,0.4421749986759014,0.32108749933795067,32.10874993379507
626753,0.2000207439746732,174,327035.0,0.5217924764620193,3602.0287356321837,25799.147653529166,502.5,39832,967,3289,0.0003086065155228758,0.0010496451184640522,0.012711907679738562,1912,18.97541841004184,14.0,162.0,17.317787863886462,0.9888428727672212,1.0010834239363955,1.3416407864998738,86.12356749996003,53.01266699484215,16.78007197018243,14.0,82.09750300709517,10.782475670387923,24HS,24,N4,Image122.tif,0.6531128874149276,0.2,0.34688711258507243,0.27344355629253625,27.344355629253624
618103,0.19726019965277777,155,222617.0,0.36016165590524557,3987.761290322581,19027.422576320114,499.0,44360,917,2935,0.00029264961192810457,0.0009366702410130719,0.014156964869281046,1786,23.07894736842105,17.0,209.0,22.1665015216528,0.9852189284413764,0.9948497511671099,1.414213562373095,92.57124940848861,51.672393097561596,13.577887346564236,11.661903789690601,57.688820407423826,7.628818073266242,48HS,48,N1,Image26.tif,0.27135269567265985,0.8,0.7286473043273402,0.76432365216367,76.432365216367
599050,0.19117966196895425,203,120210.0,0.20066772389616894,2950.985221674877,10956.157279798565,491.0,42951,1100,3306,0.0003510518790849673,0.0010550704656862744,0.013707299325980393,1954,20.1489252814739,15.0,192.0,18.96753762331469,1.007110615290986,1.0038486351349045,1.4069186254752168,88.26112634418449,46.02422304759922,13.726756080568135,11.661903789690601,67.08203932499369,8.206043701596295,48HS,48,N1,Image29.tif,0.27135269567265985,0.4,0.7286473043273402,0.5643236521636701,56.43236521636701
622427,0.1986401526756536,163,233618.0,0.3753339749079008,3818.570552147239,21303.459755586788,485.0,42173,926,3011,0.0002955218545751634,0.0009609247344771241,0.013459009906045752,1791,21.75432719151312,16.0,143.0,20.056312458636334,0.9776592437472864,0.9957045111994008,1.2969329111995822,88.32198199526498,46.78076467537379,15.953851536160347,12.0,122.70289320142373,13.586714103830428,48HS,48,N1,Image32.tif,0.3265564437074638,0.6,0.6734435562925363,0.6367217781462682,63.67217781462682
631734,0.2016103707107843,177,141356.0,0.22375873389749484,3569.1186440677966,15600.680165258564,522.0,44568,1056,3588,0.0003370098039215686,0.0011450674019607844,0.014223345588235294,2107,19.313241575700047,14.0,266.0,17.605782539083485,1.0148415957642618,1.0173071282083146,1.5242769021242308,86.08533257282306,48.913813435630615,14.84750878976381,12.165525060596439,68.73136110975832,9.489702023992958,48HS,48,N1,Image35.tif,0.35358308127388155,0.2,0.6464169187261184,0.4232084593630592,42.320845936305915
613971,0.1959415211397059,167,344484.0,0.5610753602368842,3676.4730538922154,26737.241530204337,578.0,43612,914,3078,0.0002916921977124183,0.0009823069852941176,0.013918249591503269,1821,22.12959912136189,16.0,209.0,21.006646454904722,0.9873420570241888,0.9961182380000687,1.5764815627361644,74.77121060551876,44.77515379128048,14.02302342633776,11.661903789690601,80.62257748298549,9.090803946657443,48HS,48,N2,Image122.tif,0.27135269567265985,0.6,0.7286473043273402,0.6643236521636701,66.432365216367
615466,0.19641863255718955,171,183313.0,0.29784423509990804,3599.216374269006,16685.943011096388,461.0,47509,1100,3784,0.0003510518790849673,0.0012076184640522876,0.01516193065767974,2186,19.85864592863678,15.0,191.0,18.502804139400588,0.9844986228335755,0.9838699100999074,1.414213562373095,73.07838593214409,50.29676049463591,13.384321658983588,10.770329614269007,96.1041102138717,9.210277015892467,48HS,48,N2,Image125.tif,0.1257780496591147,0.4,0.8742219503408852,0.6371109751704427,63.711097517044266
616415,0.1967214945874183,193,283734.0,0.4602970401434099,3193.860103626943,21273.239049669108,429.0,49420,1120,3875,0.0003574346405228758,0.0012366600285947712,0.015771803513071895,2194,20.611212397447584,15.0,141.0,18.719726264065937,1.0219666844140978,1.0137477811361115,2.0,72.45490313879313,50.31086194558583,12.564448567690437,10.198039027185569,58.855755878248644,7.88758728902998,48HS,48,N2,Image128.tif,0.032335460216502576,0.4,0.9676645397834974,0.6838322698917487,68.38322698917487
612569,0.1954940895629085,205,318005.0,0.519133354773095,2988.141463414634,22494.270179791372,389.0,47916,1022,3524,0.00032615910947712416,0.001124642565359477,0.015291819852941176,2013,21.91256830601093,16.0,232.0,22.01995901772986,1.009861091862536,0.974190327277392,2.0,85.64552771422923,47.40363290953224,13.027296190331363,10.198039027185569,95.70788891204319,8.865749633877375,48HS,48,N2,Image131.tif,0.032335460216502576,0.6,0.9676645397834974,0.7838322698917487,78.38322698917487
