time_label,mean,std,median
0HS,19.00265614187188,12.400961884159388,19.726552781524344
24HS,39.71083661973788,7.55620631049795,38.372896254851376
48HS,55.52124422605834,13.30758165081762,55.05227151549691
72HS,76.10516482917002,6.048622368414341,79.19161349458744
